image_name,gender,age_group,emoticon,ornaments,character_name,face_pos_1x,face_pos_1y,face_pos_2x,face_pos_2y
data (3380).jpg,1,3,6,5,-1,432,767,685,1116
data (3381).jpg,1,3,6,5,-1,289,771,729,1248
data (3382).jpg,1,3,4,5,-1,212,767,610,1206
data (3383).jpg,1,3,6,5,-1,461,750,795,1229
data (3384).jpg,1,3,6,5,-1,290,759,707,1276
data (3385).jpg,1,5,4,5,-1,706,160,1337,946
data (3386).jpg,1,3,6,5,-1,989,182,1385,694
data (3388).jpg,1,3,6,5,-1,709,235,1290,948
data (3390).jpg,1,3,6,5,-1,1171,275,1503,641
data (3391).jpg,1,3,6,5,-1,392,21,1284,1005
data (3395).jpg,1,3,5,5,-1,298,850,723,1282
data (3396).jpg,1,3,4,5,-1,342,528,846,1122
data (3398).jpg,1,3,4,5,-1,535,614,698,796
data (3400).jpg,1,3,3,1,-1,470,766,935,1291
data (3401).jpg,1,3,4,5,-1,401,860,803,1267
data (3402).jpg,1,3,5,6,-1,366,609,837,1116
data (3403).jpg,1,3,5,5,-1,700,788,872,1008
data (3404).jpg,1,3,5,5,-1,130,793,681,1375
data (3405).jpg,1,3,5,1,-1,435,647,901,1309
data (3407).jpg,1,3,5,5,-1,417,491,926,1167
data (3408).jpg,1,3,5,1,-1,315,923,781,1412
data (3409).jpg,1,3,4,5,-1,512,697,831,1068
data (3410).jpg,1,3,3,5,-1,212,580,553,1030
data (3411).jpg,1,3,5,5,-1,384,687,814,1174
data (3412).jpg,1,3,4,5,-1,636,656,882,965
data (3413).jpg,1,3,3,5,-1,529,638,817,933
data (3414).jpg,1,3,4,1,-1,438,703,654,927
data (3415).jpg,1,3,5,5,-1,331,753,790,1240
data (3416).jpg,1,3,4,5,-1,347,623,576,894
data (3417).jpg,1,3,4,1,-1,367,707,727,1044
data (3418).jpg,1,3,5,5,-1,443,776,863,1228
data (3419).jpg,1,3,4,5,-1,120,825,582,1241
data (3420).jpg,1,3,4,1,-1,572,554,827,811
data (3421).jpg,1,3,5,5,-1,269,670,650,1149
data (3422).jpg,1,3,4,5,-1,103,866,658,1455
data (3423).jpg,1,3,5,1,-1,569,777,825,998
data (3424).jpg,1,3,5,5,-1,353,768,693,1185
data (3426).jpg,1,3,5,5,-1,646,1017,908,1264
data (3427).jpg,1,3,6,5,-1,282,701,970,1647
data (3432).jpg,1,3,5,5,-1,107,813,343,1111
data (3434).jpg,1,3,6,5,-1,1436,134,1727,461
data (3435).jpg,1,3,6,5,-1,495,230,853,593
data (3435).jpg,1,3,6,5,-1,1474,176,1782,542
data (3436).jpg,1,3,5,5,-1,633,48,915,400
data (3436).jpg,1,3,5,5,-1,1606,251,1945,683
data (3438).jpg,1,3,6,5,-1,1510,142,1780,485
data (3438).jpg,1,3,5,5,-1,893,217,1201,650
data (3439).jpg,1,3,4,5,-1,1638,221,1891,587
data (3440).jpg,1,3,6,5,-1,560,174,846,541
data (3440).jpg,1,3,6,5,-1,1667,133,1960,537
data (3440).jpg,1,3,5,5,-1,1224,321,1451,530
data (3441).jpg,1,3,6,5,-1,1481,168,1725,543
data (3441).jpg,1,4,4,5,-1,736,81,1137,654
data (3442).jpg,1,3,4,5,-1,606,180,795,398
data (3442).jpg,1,3,6,5,-1,1379,146,1714,612
data (3443).jpg,1,4,5,5,-1,1569,74,1817,382
data (3443).jpg,1,4,5,5,-1,1048,126,1217,417
data (3443).jpg,1,3,5,5,-1,714,190,835,350
data (3444).jpg,1,3,4,5,-1,670,177,889,512
data (3444).jpg,1,3,5,5,-1,1670,142,1905,480
data (3445).jpg,1,3,6,5,-1,1591,145,1889,601
data (3445).jpg,1,3,4,5,-1,579,54,906,450
data (3446).jpg,1,4,5,5,-1,651,136,903,493
data (3446).jpg,1,3,5,5,-1,1483,81,1777,472
data (3447).jpg,1,3,5,5,-1,1536,111,1830,460
data (3447).jpg,1,3,5,1,-1,489,257,778,619
data (3448).jpg,1,3,5,5,-1,677,168,897,470
data (3448).jpg,1,3,6,5,-1,1545,250,1925,702
data (3454).jpg,1,5,5,1,-1,1170,177,1402,437
data (3455).jpg,1,5,4,1,-1,1174,196,1358,444
data (3456).jpg,1,5,5,5,-1,1047,216,1269,438
data (3457).jpg,1,4,5,5,-1,1164,290,1329,484
data (3458).jpg,2,4,6,5,-1,818,124,1020,391
data (3459).jpg,2,4,6,5,-1,842,159,1059,402
data (3460).jpg,2,4,6,5,-1,830,143,1044,375
data (3461).jpg,2,4,5,5,-1,1577,202,1817,477
data (3462).jpg,2,4,5,5,-1,1560,210,1824,474
data (3463).jpg,2,4,5,5,-1,974,160,1218,418
data (3464).jpg,1,4,5,5,-1,1420,197,1616,448
data (3465).jpg,2,3,6,5,-1,1769,216,1965,441
data (3465).jpg,2,3,3,5,-1,959,307,1182,526
data (3466).jpg,2,4,5,5,-1,1040,337,1300,694
data (3467).jpg,1,3,5,5,-1,881,269,1154,674
data (3468).jpg,1,3,5,5,-1,833,217,1129,600
data (3476).jpg,2,4,3,5,-1,1158,166,1515,750
data (3479).jpg,1,4,5,1,-1,814,377,1095,838
data (3480).jpg,2,4,4,5,-1,1189,339,1471,616
data (3480).jpg,1,2,4,5,-1,1021,549,1272,791
data (3480).jpg,2,1,4,5,-1,778,618,965,842
data (3480).jpg,1,4,4,1,-1,784,202,1014,522
data (3483).jpg,1,4,5,2,-1,836,573,1026,770
data (3484).jpg,2,4,6,5,-1,1108,247,1586,950
data (3486).jpg,1,4,4,5,-1,1210,80,1508,410
data (3490).jpg,1,3,5,1,-1,1203,131,1566,607
data (3492).jpg,2,3,2,5,-1,859,153,1136,554
data (3493).jpg,2,3,4,1,-1,1150,70,1454,477
data (3494).jpg,2,3,3,5,-1,1102,101,1345,454
data (3495).jpg,2,4,5,5,-1,1897,95,2161,485
data (3496).jpg,1,3,4,5,-1,815,253,1051,462
data (3496).jpg,2,3,4,5,-1,1413,298,1647,562
data (3497).jpg,1,2,5,5,-1,1167,267,1527,684
data (3498).jpg,1,4,1,1,-1,1295,170,1707,755
data (3499).jpg,2,2,4,5,-1,1360,351,1658,701
data (3500).jpg,2,3,6,5,-1,1064,229,1419,696
data (3502).jpg,2,4,4,5,-1,1037,212,1437,662
data (3503).jpg,2,3,4,5,-1,1029,423,1206,589
data (3503).jpg,1,3,5,5,-1,1285,236,1453,442
data (3504).jpg,2,3,5,1,-1,343,546,574,842
data (3504).jpg,2,3,5,1,-1,336,605,550,851
data (3505).jpg,2,3,5,1,-1,483,767,683,959
data (3506).jpg,2,3,5,1,-1,495,609,833,1041
data (3507).jpg,2,3,5,1,-1,250,314,612,785
data (3508).jpg,2,3,4,1,-1,406,533,606,780
data (3510).jpg,2,3,4,1,-1,124,468,496,886
data (3510).jpg,2,3,4,1,-1,131,523,452,893
data (3511).jpg,2,3,4,1,-1,601,919,1025,1346
data (3511).jpg,2,3,4,1,-1,610,937,1028,1300
data (3512).jpg,2,3,4,1,-1,285,449,692,930
data (3521).jpg,2,3,3,5,-1,312,487,709,989
data (3527).jpg,2,3,5,1,-1,40,763,734,1431
data (3528).jpg,2,3,6,1,-1,18,647,695,1446
data (3529).jpg,2,3,1,1,-1,247,566,820,1237
data (3530).jpg,2,3,5,1,-1,273,767,745,1232
data (3531).jpg,2,3,4,1,-1,315,667,750,1174
data (3532).jpg,2,3,4,1,-1,244,798,742,1288
data (3533).jpg,2,3,6,1,-1,0,775,660,1480
data (3534).jpg,2,3,6,1,-1,0,786,482,1286
data (3535).jpg,2,3,5,1,-1,90,639,726,1378
data (3551).jpg,2,3,5,1,-1,507,590,628,725
data (3555).jpg,2,3,4,1,-1,525,581,644,730
data (3556).jpg,2,3,4,1,-1,519,601,634,742
data (3557).jpg,2,3,4,1,-1,481,615,608,754
data (3558).jpg,2,3,4,1,-1,545,669,655,798
data (3560).jpg,2,3,4,1,-1,526,502,655,668
data (3578).jpg,1,4,3,5,-1,398,561,773,1055
data (3592).jpg,1,3,5,5,-1,1322,290,1590,650
data (3595).jpg,2,3,6,5,-1,418,561,706,951
data (3596).jpg,2,3,6,5,-1,364,673,869,1339
data (3598).jpg,1,5,3,1,-1,1125,145,1425,520
data (3599).jpg,1,4,5,5,-1,413,812,645,1225
data (3600).jpg,1,4,4,5,-1,100,673,421,1095
data (3601).jpg,1,4,6,5,-1,251,651,846,1487
data (3620).jpg,1,3,6,1,-1,356,609,693,1067
data (3621).jpg,1,3,6,1,-1,310,608,694,1070
data (3622).jpg,1,3,1,1,-1,353,546,687,983
data (3623).jpg,1,3,5,1,-1,267,707,701,1136
data (3624).jpg,1,3,4,1,-1,407,663,678,1011
data (3625).jpg,1,3,5,1,-1,236,673,610,1045
data (3626).jpg,1,3,1,1,-1,417,671,709,1025
data (3631).jpg,1,4,4,5,-1,500,842,752,1166
data (3642).jpg,1,3,1,1,-1,157,490,888,1381
data (3643).jpg,1,3,6,1,-1,162,515,805,1285
data (3701).jpg,2,4,4,5,-1,440,654,836,1172
data (3702).jpg,2,4,4,5,-1,401,691,799,1155
data (3703).jpg,2,4,4,5,-1,425,606,781,1065
data (3704).jpg,2,4,4,5,-1,424,629,781,1132
data (3712).jpg,2,3,4,1,-1,293,541,536,851
data (3713).jpg,2,3,4,1,-1,320,416,608,804
data (3714).jpg,2,3,4,1,-1,386,513,660,895
data (3715).jpg,2,3,4,1,-1,348,558,611,897
data (3716).jpg,2,3,4,1,-1,364,553,626,893
data (3717).jpg,2,3,4,1,-1,351,497,632,861
data (3718).jpg,2,3,4,1,-1,396,576,651,922
data (3770).jpg,2,4,5,2,-1,401,513,487,626
data (3777).jpg,1,5,5,5,-1,210,748,413,1003
data (3777).jpg,1,5,5,5,-1,805,671,1006,958
data (3783).jpg,1,2,5,1,-1,235,355,740,930
data (3784).jpg,1,3,5,5,-1,1041,282,1316,626
data (3785).jpg,1,3,6,5,-1,1048,267,1326,616
data (3786).jpg,1,3,4,5,-1,976,190,1381,664
data (3787).jpg,1,5,6,5,-1,460,379,627,571
data (3787).jpg,1,5,4,1,-1,395,980,652,1307
data (3787).jpg,1,4,5,5,-1,497,1865,618,2010
data (3789).jpg,1,3,5,1,-1,1066,296,1366,664
data (3790).jpg,1,3,5,1,-1,1094,321,1378,652
data (3791).jpg,2,4,4,5,-1,324,455,687,912
data (3792).jpg,2,4,6,5,-1,360,679,487,844
data (3793).jpg,2,4,6,5,-1,318,697,454,883
data (3794).jpg,2,4,6,5,-1,435,796,550,924
data (3795).jpg,2,4,6,5,-1,365,826,532,1025
data (3831).jpg,2,3,3,5,-1,440,636,621,812
data (3832).jpg,2,3,3,5,-1,481,668,788,973
data (3838).jpg,2,3,5,2,-1,437,1129,667,1400
data (3839).jpg,2,3,4,2,-1,467,1088,666,1361
data (3842).jpg,1,3,4,5,-1,564,964,652,1079
data (3851).jpg,1,4,4,5,-1,596,503,758,711
data (3852).jpg,1,4,4,5,-1,616,483,781,685
data (3853).jpg,1,4,1,5,-1,582,722,786,1045
data (3854).jpg,1,4,6,1,-1,332,758,727,1278
data (3855).jpg,1,4,6,1,-1,320,748,714,1263
data (3858).jpg,1,3,6,1,-1,571,493,715,642
data (3859).jpg,1,3,3,1,-1,513,508,671,657
data (3860).jpg,1,3,6,1,-1,620,464,768,616
data (3865).jpg,1,3,5,5,-1,420,301,591,527
data (3866).jpg,1,3,5,5,-1,165,313,347,541
data (3871).jpg,1,4,6,1,-1,718,1128,966,1439
data (3872).jpg,1,4,6,1,-1,727,855,961,1141
data (3873).jpg,1,4,6,1,-1,429,760,661,1046
data (3887).jpg,1,3,5,5,-1,225,568,582,1088
data (3896).jpg,2,3,5,2,-1,560,455,709,683
data (3897).jpg,2,3,5,2,-1,611,404,907,731
data (3898).jpg,2,3,5,2,-1,425,520,676,832
data (3899).jpg,2,3,5,2,-1,297,403,562,699
data (3900).jpg,2,3,5,2,-1,436,327,653,578
data (3901).jpg,2,3,5,2,-1,275,331,563,661
data (3902).jpg,2,3,5,2,-1,660,247,945,565
data (3903).jpg,2,3,5,2,-1,318,381,619,729
data (3904).jpg,2,3,3,5,-1,412,451,652,711
data (3906).jpg,2,3,3,5,-1,421,429,648,719
data (3907).jpg,2,3,3,5,-1,408,435,652,712
data (3914).jpg,2,3,5,1,-1,1310,223,1438,376
data (3915).jpg,2,3,4,1,-1,1351,195,1487,353
data (3916).jpg,2,3,4,1,-1,1134,221,1285,399
data (3917).jpg,2,3,4,1,-1,1160,442,1334,603
data (3918).jpg,2,3,4,1,-1,1311,259,1481,480
data (3919).jpg,2,3,4,1,-1,1193,377,1496,748
data (3920).jpg,2,3,4,1,-1,1180,298,1434,598
data (3921).jpg,2,3,4,1,-1,1227,135,1594,564
data (3922).jpg,2,3,4,1,-1,990,177,1341,558
data (3923).jpg,2,3,4,1,-1,933,518,1257,910
data (3924).jpg,2,3,5,1,-1,373,443,762,895
data (3927).jpg,2,3,4,1,-1,352,460,757,906
data (3928).jpg,2,3,3,1,-1,355,447,765,893
data (3929).jpg,1,4,3,1,-1,143,540,949,1385
data (3930).jpg,1,4,3,1,-1,142,575,958,1385
data (3952).jpg,2,3,1,5,-1,122,272,677,1083
data (3954).jpg,1,3,5,5,-1,888,318,1154,706
data (3955).jpg,1,3,5,5,-1,862,310,1148,680
data (3960).jpg,2,4,5,1,-1,993,162,1402,586
data (3961).jpg,2,4,5,1,-1,1043,175,1437,631
data (3962).jpg,2,4,6,1,-1,1016,172,1422,612
data (3963).jpg,2,3,3,5,-1,407,928,601,1169
data (3966).jpg,1,4,6,5,-1,476,281,697,583
data (3969).jpg,2,3,6,5,-1,468,872,586,1016
data (3972).jpg,2,3,6,5,-1,672,830,791,968
data (3976).jpg,1,2,4,1,-1,341,191,764,575
data (3978).jpg,1,2,5,1,-1,344,628,729,1020
data (3979).jpg,2,2,5,5,-1,196,592,627,993
data (3980).jpg,1,2,5,1,-1,0,278,340,789
data (3981).jpg,1,2,1,5,-1,298,314,643,715
data (3982).jpg,1,2,4,5,-1,335,391,585,706
data (3983).jpg,1,2,5,5,-1,159,498,440,846
data (3986).jpg,1,2,4,5,-1,355,437,577,729
data (3987).jpg,1,2,4,5,-1,236,407,506,762
data (3988).jpg,1,2,4,1,-1,251,1050,576,1452
data (3989).jpg,1,2,4,5,-1,629,851,1075,1545
data (3990).jpg,1,2,4,5,-1,437,189,878,614
data (3992).jpg,1,2,6,5,-1,645,457,1008,914
data (3993).jpg,2,2,6,5,-1,465,901,1009,1689
data (3995).jpg,2,2,5,5,-1,431,328,832,882
data (3996).jpg,1,2,4,5,-1,337,1066,642,1404
data (3996).jpg,1,2,5,1,-1,220,606,367,776
data (4000).jpg,2,2,4,5,-1,452,554,783,962
data (4001).jpg,1,2,4,5,-1,636,543,850,850
data (4001).jpg,1,2,4,5,-1,964,986,1086,1131
data (4002).jpg,1,2,5,5,-1,469,441,1033,1199
data (4003).jpg,2,2,5,5,-1,482,563,873,1063
data (4004).jpg,1,2,5,1,-1,514,722,1077,1342
data (4008).jpg,1,2,4,5,-1,233,263,615,751
data (4009).jpg,2,2,1,5,-1,481,246,878,760
data (4010).jpg,2,2,4,5,-1,604,359,915,744
data (4013).jpg,1,2,5,5,-1,479,381,843,846
data (4014).jpg,2,2,5,1,-1,438,225,815,671
data (4015).jpg,2,2,4,1,-1,414,402,668,672
data (4034).jpg,1,4,5,5,-1,260,1075,742,1681
data (4035).jpg,1,4,5,5,-1,311,1096,748,1723
data (4036).jpg,1,4,5,5,-1,295,1043,737,1661
data (4037).jpg,1,4,6,1,-1,598,1151,1033,1768
data (4039).jpg,1,4,6,1,-1,575,1184,1037,1781
data (4041).jpg,2,3,4,1,-1,459,700,603,850
data (4042).jpg,2,4,4,1,-1,413,798,793,1218
data (4043).jpg,2,4,4,1,-1,454,826,603,997
data (4044).jpg,1,3,5,1,-1,1038,536,1432,998
data (4045).jpg,1,3,5,1,-1,1074,486,1434,970
data (4047).jpg,1,4,5,5,-1,584,623,1011,1091
data (4048).jpg,1,4,5,5,-1,578,549,1056,1150
data (4049).jpg,1,3,6,5,-1,4,453,982,1717
data (4050).jpg,1,4,6,5,-1,534,435,773,732
data (4051).jpg,1,3,5,5,-1,328,644,505,800
data (4052).jpg,1,3,4,5,-1,209,783,597,1114
data (4053).jpg,1,3,4,5,-1,468,545,631,737
data (4054).jpg,1,3,4,5,-1,333,540,528,735
data (4055).jpg,1,3,6,5,-1,472,553,648,765
data (4056).jpg,2,3,6,5,-1,396,995,855,1542
data (4057).jpg,2,3,6,5,-1,372,1048,772,1583
data (4060).jpg,2,3,6,5,-1,82,764,474,1176
data (4065).jpg,2,3,4,1,-1,334,505,800,981
data (4066).jpg,2,3,6,5,-1,345,554,734,978
data (4072).jpg,1,4,6,5,-1,568,870,847,1231
data (4072).jpg,1,4,4,1,-1,110,1025,297,1218
data (4073).jpg,1,4,4,1,-1,152,1039,304,1240
data (4073).jpg,1,4,4,5,-1,618,915,891,1276
data (4075).jpg,1,4,5,5,-1,316,743,764,1372
data (4076).jpg,1,4,5,5,-1,432,766,698,1069
data (4076).jpg,1,4,5,1,-1,124,809,326,1080
data (4078).jpg,1,4,5,5,-1,10,760,1102,2392
data (4079).jpg,1,4,5,5,-1,155,694,800,1485
data (4080).jpg,1,4,3,5,-1,295,715,901,1465
data (4083).jpg,1,3,6,1,-1,387,819,849,1349
data (4084).jpg,1,3,6,1,-1,203,813,700,1349
data (4085).jpg,1,3,6,1,-1,270,843,756,1378
data (4086).jpg,1,3,3,6,-1,445,790,627,984
data (4086).jpg,2,4,5,5,-1,513,1367,604,1480
data (4087).jpg,2,4,5,5,-1,216,786,500,1145
data (4087).jpg,1,3,5,1,-1,689,800,1030,1215
data (4088).jpg,1,3,5,1,-1,222,868,578,1259
data (4099).jpg,1,3,6,5,-1,561,896,655,1007
data (4099).jpg,1,3,6,5,-1,294,1096,370,1164
data (4099).jpg,1,3,6,5,-1,861,1082,931,1154
data (4100).jpg,2,3,6,5,-1,337,648,575,898
data (4101).jpg,2,3,6,5,-1,432,710,639,948
data (4102).jpg,2,3,6,5,-1,442,976,620,1189
data (4103).jpg,2,3,6,5,-1,301,834,563,1140
data (4104).jpg,2,3,6,5,-1,462,706,585,834
data (4127).jpg,2,3,3,5,-1,1087,249,1285,531
data (4133).jpg,2,3,5,5,-1,39,918,669,1651
data (4137).jpg,1,4,5,5,-1,498,6,744,187
data (4138).jpg,1,4,5,5,-1,709,283,916,577
data (4139).jpg,1,4,5,5,-1,459,273,709,589
data (4140).jpg,1,4,5,5,-1,724,255,944,595
data (4141).jpg,2,3,3,2,-1,1235,157,1517,478
data (4142).jpg,2,3,5,2,-1,1203,158,1486,479
data (4143).jpg,1,3,5,1,-1,492,9,806,357
data (4143).jpg,2,3,5,2,-1,1296,212,1588,527
data (4144).jpg,2,3,5,2,-1,1493,167,1723,385
data (4145).jpg,2,3,3,2,-1,1496,267,1809,647
data (4146).jpg,2,3,5,2,-1,1604,144,1864,371
data (4147).jpg,2,3,5,2,-1,571,8,1276,555
data (4148).jpg,2,3,4,2,-1,645,155,1328,712
data (4149).jpg,2,3,1,2,-1,939,99,1201,505
data (4150).jpg,2,3,5,2,-1,956,189,1438,676
data (4153).jpg,2,3,5,2,-1,1113,214,1438,644
data (4154).jpg,2,3,5,2,-1,1105,248,1451,642
data (4155).jpg,1,3,5,2,-1,1009,314,1329,677
data (4156).jpg,2,3,4,2,-1,389,533,647,791
data (4159).jpg,2,3,5,2,-1,379,678,702,1029
data (4162).jpg,2,3,5,2,-1,361,675,625,973
data (4166).jpg,2,3,5,2,-1,341,782,685,1085
data (4167).jpg,2,3,5,2,-1,376,776,703,1106
data (4171).jpg,2,3,5,2,-1,469,702,722,970
data (4174).jpg,2,3,5,2,-1,567,899,790,1123
data (4175).jpg,2,3,5,2,-1,535,891,764,1133
data (4178).jpg,2,3,5,2,-1,355,750,620,998
data (4180).jpg,1,3,5,2,-1,646,392,873,620
data (4180).jpg,1,3,4,5,-1,214,1030,536,1369
data (4181).jpg,1,3,5,2,-1,338,627,472,738
data (4182).jpg,2,3,4,2,-1,436,745,703,1065
data (4183).jpg,2,3,5,2,-1,397,753,708,1076
data (4184).jpg,2,3,5,2,-1,266,776,605,1168
data (4185).jpg,2,3,1,5,-1,326,520,891,1178
data (4188).jpg,2,3,5,2,-1,22,490,734,1318
data (4189).jpg,2,3,5,2,-1,144,500,770,1258
data (4190).jpg,2,3,5,2,-1,185,573,837,1325
data (4192).jpg,2,3,5,2,-1,321,495,731,1010
data (4192).jpg,2,3,5,2,-1,319,1494,776,2029
data (4194).jpg,2,3,5,2,-1,1212,146,1500,523
data (4195).jpg,2,3,5,6,-1,1100,72,1490,574
data (4196).jpg,2,3,5,6,-1,1172,144,1562,638
data (4197).jpg,2,3,5,2,-1,1115,212,1420,549
data (4198).jpg,2,3,5,2,-1,1045,156,1347,527
data (4199).jpg,2,3,5,2,-1,1149,148,1485,569
data (4200).jpg,2,3,5,6,-1,271,767,530,1071
data (4200).jpg,1,3,5,2,-1,876,680,1097,970
data (4203).jpg,2,3,4,2,-1,255,473,962,1391
data (4204).jpg,2,3,5,2,-1,239,671,878,1403
data (4205).jpg,2,3,5,2,-1,304,761,759,1297
data (4206).jpg,2,3,5,2,-1,220,725,887,1459
data (4207).jpg,2,3,5,2,-1,194,576,856,1336
data (4208).jpg,1,3,4,5,-1,88,605,477,1030
data (4208).jpg,1,3,4,2,-1,650,566,1052,996
data (4209).jpg,2,3,5,2,-1,266,823,757,1381
data (4210).jpg,2,3,5,2,-1,305,686,721,1236
data (4211).jpg,2,3,5,2,-1,272,672,969,1514
data (4212).jpg,2,3,5,2,-1,528,524,1106,1524
data (4213).jpg,2,3,6,2,-1,245,567,781,1385
data (4214).jpg,2,3,6,2,-1,286,560,818,1243
data (4215).jpg,2,3,5,2,-1,266,735,831,1375
data (4216).jpg,2,3,5,2,-1,376,714,1027,1645
data (4218).jpg,2,4,5,6,-1,278,565,800,1140
data (4219).jpg,2,4,5,6,-1,91,436,977,1468
data (4221).jpg,2,3,5,2,-1,422,779,728,1138
data (4222).jpg,1,3,5,2,-1,285,706,695,1180
data (4225).jpg,2,3,5,2,-1,253,774,749,1507
data (4227).jpg,2,3,4,2,-1,434,758,879,1323
data (4228).jpg,2,3,4,2,-1,528,890,797,1280
data (4230).jpg,2,3,5,2,-1,519,967,732,1207
data (4232).jpg,2,3,5,2,-1,483,960,691,1200
data (4234).jpg,1,3,1,5,-1,410,582,916,1220
data (4235).jpg,1,3,5,5,-1,375,630,808,1218
data (4236).jpg,1,3,2,5,-1,305,613,775,1196
data (4237).jpg,1,3,4,5,-1,277,593,742,1200
data (4238).jpg,1,3,5,2,-1,291,574,776,1137
data (4239).jpg,2,3,5,2,-1,154,708,839,1472
data (4240).jpg,2,3,5,2,-1,123,618,727,1472
data (4243).jpg,1,3,6,5,-1,177,713,723,1277
data (4244).jpg,1,3,6,5,-1,555,790,920,1322
data (4245).jpg,1,3,6,5,-1,423,516,634,781
data (4246).jpg,1,3,6,5,-1,577,662,927,1159
data (4247).jpg,1,3,6,5,-1,498,688,836,1109
data (4248).jpg,1,3,6,5,-1,461,593,595,749
data (4249).jpg,1,3,6,5,-1,384,569,585,812
data (4250).jpg,1,3,6,5,-1,441,642,620,899
data (4251).jpg,1,3,4,2,-1,220,785,782,1462
data (4252).jpg,1,3,5,2,-1,540,791,876,1208
data (4254).jpg,1,3,5,2,-1,234,602,994,1470
data (4255).jpg,1,3,5,6,-1,255,846,688,1287
data (4256).jpg,1,3,5,2,-1,261,721,671,1222
data (4257).jpg,1,3,5,2,-1,653,819,835,1040
data (4258).jpg,1,3,5,2,-1,216,847,745,1422
data (4259).jpg,2,3,3,2,-1,127,585,678,1258
data (4261).jpg,2,3,5,2,-1,293,400,705,900
data (4262).jpg,2,3,5,2,-1,166,533,665,1051
data (4264).jpg,2,3,5,2,-1,19,89,1048,1608
data (4265).jpg,2,3,5,2,-1,241,707,683,1262
data (4266).jpg,2,3,4,2,-1,280,709,701,1267
data (4267).jpg,2,3,5,2,-1,391,743,746,1179
data (4268).jpg,2,3,5,2,-1,138,704,723,1417
data (4269).jpg,2,3,5,2,-1,149,596,769,1450
data (4271).jpg,2,3,5,2,-1,101,500,753,1436
data (4272).jpg,2,3,5,2,-1,62,477,765,1364
data (4273).jpg,2,3,5,2,-1,333,760,701,1244
data (4274).jpg,2,3,5,2,-1,337,752,741,1291
data (4275).jpg,2,3,5,2,-1,343,751,712,1278
data (4276).jpg,2,3,5,2,-1,328,827,724,1330
data (4277).jpg,1,3,5,2,-1,280,664,673,1112
data (4278).jpg,1,3,6,2,-1,346,634,696,1058
data (4279).jpg,1,4,5,2,-1,749,646,1004,925
data (4280).jpg,2,4,5,2,-1,231,459,797,1227
data (4281).jpg,2,3,5,2,-1,287,626,744,1163
data (4282).jpg,2,3,5,2,-1,284,681,669,1148
data (4283).jpg,2,3,5,2,-1,378,681,785,1150
data (4284).jpg,2,4,5,2,-1,238,514,487,884
data (4284).jpg,1,3,5,2,-1,675,652,888,897
data (4285).jpg,2,3,5,6,-1,255,690,612,1232
data (4286).jpg,2,3,5,2,-1,469,616,813,1194
data (4288).jpg,2,3,2,5,-1,304,701,794,1377
data (4290).jpg,2,3,5,2,-1,302,720,900,1380
data (4291).jpg,2,3,5,2,-1,274,689,827,1410
data (4293).jpg,2,3,5,2,-1,207,724,652,1419
data (4295).jpg,2,3,5,2,-1,398,582,923,1270
data (4296).jpg,2,3,5,2,-1,95,436,839,1350
data (4298).jpg,2,3,5,2,-1,280,809,952,1561
data (4299).jpg,2,3,5,2,-1,185,759,714,1376
data (4301).jpg,2,3,5,2,-1,398,758,888,1390
data (4302).jpg,2,3,5,2,-1,271,826,840,1496
data (4303).jpg,2,3,4,2,-1,429,741,884,1277
data (4304).jpg,2,3,4,2,-1,736,634,1050,1042
data (4305).jpg,2,3,4,2,-1,311,637,587,992
data (4306).jpg,2,3,5,2,-1,242,549,481,823
data (4307).jpg,2,3,5,2,-1,269,786,906,1545
data (4308).jpg,2,3,5,2,-1,153,629,977,1587
data (4311).jpg,2,3,5,2,-1,859,687,1051,911
data (4311).jpg,2,3,3,2,-1,592,705,752,937
data (4313).jpg,2,3,5,2,-1,276,769,726,1340
data (4314).jpg,2,3,5,2,-1,214,685,816,1410
data (4315).jpg,2,3,5,2,-1,81,830,610,1392
data (4316).jpg,2,3,5,2,-1,350,683,952,1388
data (4317).jpg,2,3,5,2,-1,152,597,555,1363
data (4318).jpg,2,3,5,2,-1,524,635,904,1374
data (4319).jpg,1,3,5,2,-1,256,860,748,1527
data (4320).jpg,1,3,5,2,-1,238,695,672,1266
data (4322).jpg,2,4,4,5,-1,577,472,850,843
data (4323).jpg,2,4,5,2,-1,337,715,681,1181
data (4324).jpg,2,4,5,5,-1,360,714,705,1136
data (4325).jpg,2,4,4,5,-1,430,669,746,1107
data (4326).jpg,2,4,6,5,-1,385,630,713,1091
data (4327).jpg,1,3,5,5,-1,328,819,551,1126
data (4328).jpg,1,3,5,1,-1,548,553,840,948
data (4329).jpg,1,3,5,5,-1,460,448,815,851
data (4330).jpg,2,3,5,2,-1,219,816,700,1355
data (4331).jpg,2,3,5,2,-1,357,333,745,781
data (4332).jpg,2,3,5,2,-1,236,615,653,1126
data (4333).jpg,2,3,5,2,-1,148,606,841,1433
data (4334).jpg,2,3,5,2,-1,175,655,820,1400
data (4335).jpg,2,3,5,2,-1,180,656,834,1473
data (4336).jpg,2,3,5,6,-1,231,584,958,1453
data (4337).jpg,1,4,6,2,-1,395,842,631,1165
data (4338).jpg,2,4,5,6,-1,470,444,866,1001
data (4339).jpg,2,3,5,2,-1,203,214,668,821
data (4341).jpg,2,3,5,2,-1,248,389,806,1089
data (4342).jpg,2,3,4,2,-1,359,386,782,1027
